QB,RB,RB,WR,WR,WR,TE,DST,FLEX,Proj
Drew Brees ($6800),Christian McCaffrey ($10000),Josh Jacobs ($6800),Chris Godwin ($7100),Marquise Brown ($5100),Curtis Samuel ($4600),Ian Thomas ($3400),Falcons ($2300),Parris Campbell ($3900),132.7
Matt Ryan ($6700),Miles Sanders ($6300),Chris Carson ($6200),DK Metcalf ($5800),Marquise Brown ($5100),Christian Kirk ($5000),George Kittle ($7200),Patriots ($3200),Larry Fitzgerald ($4500),132.7
Gardner Minshew II ($5800),Dalvin Cook ($7900),Ronald Jones II ($5200),Michael Thomas ($9000),T.Y. Hilton ($5800),Terry McLaurin ($5600),Jack Doyle ($3600),Raiders ($2600),Preston Williams ($4500),132.7
Russell Wilson ($7000),Alvin Kamara ($7200),Miles Sanders ($6300),Chris Godwin ($7100),Mike Evans ($6900),DK Metcalf ($5800),Ian Thomas ($3400),Jaguars ($2300),Ryan Nall ($4000),132.7
Jimmy Garoppolo ($5800),Christian McCaffrey ($10000),Matt Breida ($5000),Kenny Golladay ($6200),Marvin Jones Jr. ($5500),Preston Williams ($4500),Zach Ertz ($5800),Chargers ($2800),N'Keal Harry ($4400),132.7
Josh Allen ($6500),Christian McCaffrey ($10000),J.K. Dobbins ($5000),Kenny Golladay ($6200),Odell Beckham Jr. ($5900),Robby Anderson ($4700),Mark Andrews ($6000),Falcons ($2300),Dontrelle Inman ($3400),132.7
Tom Brady ($6500),Alvin Kamara ($7200),Josh Jacobs ($6800),Chris Godwin ($7100),Adam Thielen ($6700),N'Keal Harry ($4400),Kyle Rudolph ($3700),Bills ($3700),Parris Campbell ($3900),132.6
Mitchell Trubisky ($5400),Christian McCaffrey ($10000),Dalvin Cook ($7900),Marvin Jones Jr. ($5500),Robby Anderson ($4700),Parris Campbell ($3900),T.J. Hockenson ($4200),Dolphins ($2000),Miles Sanders ($6300),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Alvin Kamara ($7200),T.Y. Hilton ($5800),Hunter Renfrow ($4500),Keelan Cole ($3800),Jack Doyle ($3600),Lions ($2700),Josh Jacobs ($6800),132.6
Cam Newton ($6100),Joe Mixon ($6700),James White ($6000),Michael Thomas ($9000),Terry McLaurin ($5600),Marquise Brown ($5100),Zach Ertz ($5800),Vikings ($2500),Damiere Byrd ($3200),132.6
Carson Wentz ($6300),Austin Ekeler ($7000),Todd Gurley II ($6100),Kenny Golladay ($6200),A.J. Green ($5700),Terry McLaurin ($5600),Mike Gesicki ($4500),Bills ($3700),DeSean Jackson ($4900),132.6
Cam Newton ($6100),Josh Jacobs ($6800),Mark Ingram II ($5500),Kenny Golladay ($6200),DeVante Parker ($6000),Marquise Brown ($5100),George Kittle ($7200),Jets ($2100),J.K. Dobbins ($5000),132.6
Cam Newton ($6100),Miles Sanders ($6300),Todd Gurley II ($6100),Julio Jones ($7700),Calvin Ridley ($6100),Odell Beckham Jr. ($5900),Mike Gesicki ($4500),Raiders ($2600),N'Keal Harry ($4400),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Joe Mixon ($6700),Davante Adams ($7300),Kenny Golladay ($6200),Christian Kirk ($5000),T.J. Hockenson ($4200),Dolphins ($2000),Jalen Guyton ($3000),132.6
Matt Ryan ($6700),Boston Scott ($4800),Tevin Coleman ($4200),Julio Jones ($7700),Tyler Lockett ($6500),T.Y. Hilton ($5800),Zach Ertz ($5800),Lions ($2700),Terry McLaurin ($5600),132.6
Tyrod Taylor ($5600),Alvin Kamara ($7200),Matt Breida ($5000),Michael Thomas ($9000),DeVante Parker ($6000),Terry McLaurin ($5600),Mark Andrews ($6000),Cardinals ($2100),Damiere Byrd ($3200),132.6
Aaron Rodgers ($6300),Christian McCaffrey ($10000),Austin Ekeler ($7000),Adam Thielen ($6700),Terry McLaurin ($5600),Allen Lazard ($4900),Ian Thomas ($3400),Cardinals ($2100),Parris Campbell ($3900),132.6
Jimmy Garoppolo ($5800),Josh Jacobs ($6800),Todd Gurley II ($6100),Michael Thomas ($9000),Chris Godwin ($7100),DK Metcalf ($5800),O.J. Howard ($3700),Lions ($2700),Chris Thompson ($3000),132.6
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Tevin Coleman ($4200),DJ Moore ($6600),Kenny Golladay ($6200),Terry McLaurin ($5600),Dallas Goedert ($4100),Colts ($3000),Robby Anderson ($4700),132.6
Lamar Jackson ($8100),Alvin Kamara ($7200),Todd Gurley II ($6100),DJ Moore ($6600),Robby Anderson ($4700),Curtis Samuel ($4600),Mark Andrews ($6000),Eagles ($3600),Chris Thompson ($3000),132.5
Lamar Jackson ($8100),Dalvin Cook ($7900),Alvin Kamara ($7200),Adam Thielen ($6700),Marquez Valdes-Scantling ($4100),Dontrelle Inman ($3400),Jack Doyle ($3600),Bills ($3700),Ronald Jones II ($5200),132.5
Matt Ryan ($6700),Joe Mixon ($6700),J.K. Dobbins ($5000),Julio Jones ($7700),Odell Beckham Jr. ($5900),DeSean Jackson ($4900),Mark Andrews ($6000),Lions ($2700),N'Keal Harry ($4400),132.5
Josh Allen ($6500),Alvin Kamara ($7200),Miles Sanders ($6300),Mike Evans ($6900),T.Y. Hilton ($5800),Laviska Shenault Jr. ($4400),Zach Ertz ($5800),Ravens ($3100),Chris Conley ($4000),132.5
Carson Wentz ($6300),Christian McCaffrey ($10000),Todd Gurley II ($6100),T.Y. Hilton ($5800),Terry McLaurin ($5600),Chris Conley ($4000),Mark Andrews ($6000),Saints ($2400),Keelan Cole ($3800),132.5
Tyrod Taylor ($5600),Christian McCaffrey ($10000),Austin Ekeler ($7000),Adam Thielen ($6700),Marquise Brown ($5100),Curtis Samuel ($4600),Dallas Goedert ($4100),Lions ($2700),Bryan Edwards ($4200),132.5
Josh Allen ($6500),Dalvin Cook ($7900),Alvin Kamara ($7200),Davante Adams ($7300),Julian Edelman ($6000),DeVante Parker ($6000),Robert Tonyan ($2500),WAS Football Team ($2000),Curtis Samuel ($4600),132.5
